time,supportnumber,commentnumber,repostnumber,text
02-28,5397,920,354,"据国家卫健委通报，2月27日0至24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例327例，其中湖北新增确诊病例318例。除湖北外地区确诊病例新增9例，继2月25日、26日之后，第三次降至个位数。 "
02-28,8429,1716,417,"据湖北省卫健委，2020年2月27日0-24时，全省新增新冠肺炎确诊病例318例，其中：武汉市313例、宜昌市2例、荆门市1例、孝感市1例、潜江市1例，黄石市、十堰市、襄阳市、荆州市、鄂州市、黄冈市、咸宁市、随州市、恩施州、仙桃市、天门市、神农架林 ..."
02-28,13592,1895,864,"据国家卫健委，2月27日0至24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例327例，新增死亡病例44例（湖北41例，北京2例，新疆生产建设兵团1例），新增疑似病例452例。<br />  当日新增治愈出院病例3622例，解除医学观察的密切 ..."
02-28,6590,611,314,"日前，中共中央批准：廖国勋同志任上海市委副书记。 "
02-28,6709,948,403,"据德国媒体27日晚间报道，德国巴伐利亚州、黑森州和汉堡各新增一例新冠肺炎患者。其中，巴伐利亚的患者曾与德国境内的一名意大利人有接触，汉堡的患者是一名医学工作人员。截至27日，德国累计确诊48例新冠肺炎患者。（总台记者余鹏） "
02-28,2499,344,179,"当地时间27日晚，北爱尔兰宣布确诊首例新冠肺炎病例。这名病人稍早前从意大利北部抵达都柏林，然后返回北爱尔兰。（总台记者杨洪） "
02-28,3341,485,211,"当地时间2月27日晚间，据法国媒体报道，法国卫生部长韦兰在当天举行的新闻发布会上表示，法国累计确诊新冠肺炎病例38例，正面临着确诊感染人数的“大幅增加”。（总台记者马瑾瑾） "
02-28,3352,506,244,"截至当地时间27日18时，意大利确诊新型冠状病毒肺炎病例为650例，。其中17人死亡，45人治愈。意大利民防部门负责人博雷利指出，最近3例死亡病例均来自疫情最为严重的伦巴第大区，死者年龄都超过80岁。（总台记者李耀洋） "
02-28,15729,1467,590,"截至当地时间2月28日上午8点，日本新冠肺炎感染者总计达919人，其中包括在日本国内的感染者200人，“钻石公主”号邮轮的乘客和乘务人员705人，以及乘坐日本政府包机回到日本国内的14人。（总台记者李卫兵） "
02-28,5752,775,2539," "
02-28,23121,1727,387,"当地时间27日晚，荷兰卫生、福利及体育部下设的荷兰公共卫生与环境研究院发布公告称，荷兰于当天确诊首例新冠肺炎病例，病患近期曾到访意大利伦巴第大区，目前已被隔离治疗。另据荷兰媒体报道，病患为一名56岁的荷兰男性公民。（总台记者邹合义） "
02-28,6539,965,1028,"北京的聚集性疫情，引发传播的一大原因就是没有严格执行隔离措施。现在整个形势还处于胶着对垒状态，新冠病毒本来就很狡猾，不论是加强防控还是自我防护，方方面面绝不能手滑。防控这根弦一定要绷紧，不能有弹性，只有这样才能防止疫情反弹。  ..."
02-28,87549,9510,3606,"随着武汉市社区封闭管理措施的推进，总台记者发现目前在武汉街头，所有超市、药店都不再对个人开放，武汉市民所有的物资采买，均通过社区登记、团购、跑腿代买的方式完成。社区工作人员是如何完成这项工作的？记者带你看↓↓↓致敬每一位一线社区工作者！（总台央 ..."
02-27,8266,703,930,"一个月前，熙熙家人被确诊为新冠肺炎，5岁的熙熙面临无人照顾的情况。江苏昆山市中医医院8名护士组成“妈妈团”，轮流照顾熙熙。今天，痊愈后的熙熙妈妈，在经过隔离期后，终于能接孩子回家了！同时，也到了熙熙和“护士妈妈”们说再见的时候… ..."
02-27,10565,938,578,加油！期待花开疫散！
02-27,10226,926,476,"今晚，国际体育仲裁法院（CAS）公告称，将会在当地时间2月28日上午10时（暨北京时间2月28日晚17时），公布世界反兴奋剂机构（WADA）与孙杨和国际泳联（FINA）一案的仲裁结果。与此同时，CAS秘书长会在CAS总部向媒体公布此结果，并发布简短声明。（总 ..."
02-27,9611,1159,937,"据伊朗媒体报道，当地时间27日，前伊朗驻梵蒂冈和埃及大使哈迪·霍斯罗沙希因新冠肺炎，于库姆去世。（总台记者李健南） "
02-27,34360,2523,2591,"25日，世界卫生组织（WHO）在日内瓦召开发布会，刚刚结束中国考察行程的考察组外方组长、世卫组织总干事高级顾问艾尔沃德感叹：“如果我感染了，我希望在中国治疗。”他说，中国知道如何让新冠肺炎患者康复，他们下定了决心，这并非全世界都能做到。（观察 ..."
02-27,8128,1340,1366,"据伊朗塔斯尼姆通讯社27日消息，伊朗女性和家庭事务副总统玛苏梅·埃卜特卡尔确诊感染新冠病毒。另据伊媒称，此前埃卜特卡尔出现新冠肺炎相关症状，当地时间27日上午接受测试，结果呈阳性。目前，本人已在家中隔离。(总台记者倪紫慧 李健南) "
02-27,7309,1340,671,"大数据显示，小区严格封闭后，武汉老百姓现在对自制美食的搜索量涨了1590%，排名第一位的是做蛋糕，然后是凉皮，第三是油条，再然后是奶茶。在关注如何做蛋糕这个方面，现在武汉是全国所有城市当中排名第一位。宅家，你学做美食了吗？  "
02-27,50786,1929,1086,"治愈出院后，还需要怎样的防范和观察？被感染、又即将到出院观察期的金银潭医院副院长，有怎样的亲身经历？今晚《新闻1+1》，白岩松特邀中央赴湖北指导组专家组成员、北京朝阳医院副院长童朝晖和武汉市金银潭医院副院长黄朝林，共同解读疫情。关注！  ..."
02-27,62768,4815,4057,"2月22日凌晨，在防疫一线连轴转了30天的天津滨海新区应急管理局局长单玉厚，突发心源性猝死，倒在单位宿舍。他临危受命担任滨海新区防控工作领导小组物资保障组副指挥长，一直奔波于办公室、应急指挥一线、调运物资的机场、申请复工复 ..."
02-27,27162,2008,3082," "
02-27,107126,21215,1961,"  . "
02-27,280765,8835,12424,"疫情发生初期，满载着4806人的邮轮“歌诗达赛琳娜号”驶向天津东疆邮轮母港，邮轮上也出现人员发热的情况。天津有关部门用了不到24小时进行了妥善处置。这背后有着怎样的故事？看直播↓（总台央视记者孙强）  . "
02-27,8438,1122,450,"当地时间27日中午，意大利民防部门负责人博雷利表示，该国确诊新冠肺炎病例升至528例，其中14人死亡，40人治愈。其中，疫情最严重的伦巴第大区今天有37名患者康复。博雷利补充说，死亡病例有待意大利国家高等卫生研究院的最终确认。（总台记者李耀洋） "
02-27,29074,10089,767,"出生前爸妈确诊新冠肺炎，出生后独自在温箱努力成长。三次核酸检测呈阴性后，“石榴”宝宝已排除感染病毒可能。一场小感冒后，勇敢的“小石榴”收获了“云爸云妈”们更多祝福。守在直播前的“石榴”爸妈已出院、隔离中。等待团圆的第24天。 ..."
02-27,1524,391,95,"今晚，《新闻1+1》，白岩松特邀中央赴湖北指导组专家组成员、北京朝阳医院副院长童朝晖，共同解读疫情。在新冠肺炎治愈后出院方面，你希望专家解答哪些问题？来评论区留言↓你的提问就有可能在节目中得到解答！ "
02-27,247297,8435,4730,"今日，中央应对新冠肺炎疫情工作领导小组会议指出，加强重症患者救治是当前防控突出重点。要指导督促湖北和武汉加快解决医疗力量人岗不匹配等问题，把专家调配到最需要的岗位，抓紧从全国调集体外膜肺氧合机等设备，降低病亡率。加油！愿平安！ "
02-27,748593,43047,10461,"今日，中央应对新冠肺炎疫情工作领导小组会议强调，要进一步落实分区分级防控。落实企事业单位复工复产疫情防控指南，细化老年人、儿童等重点人群疫情防控措施。大中小学、幼儿园等开学开园时间原则上继续推迟。 "
02-27,6051,148,128,"今天有哪些重点？聚焦哪些大事？，一起关注！  . "
02-27,23780,1526,4831,"爱心接力，生命延续！愿花开疫散！  "
02-27,4954,686,283,"受新冠肺炎感染范围扩大的影响，今日，日本首相安倍晋三提出将从3月2日起，要求日本全国所有小学、初中和高中在春假前临时停课。（总台记者何欣蕾） "
02-27,29759,3747,910,"成都市卫健委通报：2月27日凌晨抵达成都的韩亚航空OZ323航班，共入境159人（外籍人士84人），乘客体温检测均正常。159名入境人员中，有82人（外籍人士36人）留居成都，已纳入社区（单位）统一管理，实行居家或集中隔离。其余77人离开成都去往外地，已通知有关地区。（ ..."
02-27,16384,2396,696,"教育部通知：经研究，原定于2020年4月11日至12日举行的全国高等教育自学考试推迟举行，具体考试时间将根据疫情防控进展情况另行通知。 "
02-27,9707,853,1119,"（总台央视记者罗子瑛） "
02-27,356378,14964,5965,"（总台记者唐鑫） "
02-27,4667,242,174,"今天下午，北京举行今日第二场新冠肺炎疫情防控工作新闻发布会，市委统战部、市公安局等有关单位将发布解读，并答记者问。关注！（总台央视记者罗子瑛 邓煜洲）  . "
02-27,6991,566,202,"今天下午，湖北省政府新闻办公室召开新型冠状病毒感染的肺炎疫情防控工作新闻发布会，介绍襄阳市新冠肺炎疫情防控工作及辽宁省、宁夏回族自治区对口支援襄阳情况，并答记者问。关注！（总台央视记者王伟超）  . "
02-27,466500,15680,11251,"中国蝗灾防治工作组：从目前情况来看，在巴基斯坦不适合以鸭子捕食蝗虫的方法。中国自古就有牧鸭治蝗，但效果有限。用鸭子来治理蝗虫是一些中国专家做的探索性课题，暂时没有进入政府援助方案。（ ..."
02-27,10304,1315,4247," "
02-27,6311,851,269,"今天下午3时，国务院联防联控机制举行发布会，介绍坚决取缔和严厉打击非法野生动物市场和贸易工作情况。关注！（总台央视记者杨弘杨）  . "
02-27,28120,1970,2132,"近日，四川成都一小区，为庆祝1栋2单元正式结束隔离观察，小区居民在窗边齐唱《我和我的祖国》，看现场↓↓↓燃！加油！（bilibili Lupin叁世）  "
